Byte-by-byte Description of file: table7.dat
--------------------------------------------------------------------------------
   Bytes Format Units   Label    Explanations
--------------------------------------------------------------------------------
   1-  4  I4    ---     oncnic3  [1/2116] Designation; sequential entry number
   7-  8  A2    ---     visit    HST Visit
  10- 12  I3    pix     xPos     [0/787] X pixel position
  14- 16  I3    pix     yPos     [0/679] Y pixel position
  18- 19  I2    h       RAh      [5] Hour of Right Ascension (J2000)
  21- 22  I2    min     RAm      [34/35] Minute of Right Ascension (J2000)
  24- 29  F6.3  s       RAs      Second of Right Ascension (J2000)
      31  A1    ---     DE-      [-] Sign of the Declination (J2000)
  32- 33  I2    deg     DEd      [5] Degree of Declination (J2000)
  35- 36  I2    arcmin  DEm      [11/44] Arcminute of Declination (J2000)
  38- 42  F5.2  arcsec  DEs      Arcsecond of Declination (J2000)
  44- 50  F7.4  mag     F110mag  [7/25]?=99.9999 HST/NICMOS F110W Vega magnitude
  52- 58  F7.4  mag   e_F110mag  [0.001/23]?=99 Uncertainty in F110mag
      60  I1    ---   f_F110mag  [0/2]? Flag on F110mag (1)
  62- 68  F7.4  mag     F160mag  [7/22]?=99.9999 HST/NICMOS F160W Vega magnitude
  70- 76  F7.4  mag   e_F160mag  [0.001/22.1]?=99 Uncertainty in F160mag
      78  I1    ---   f_F160mag  [0/2]? Flag on F160mag (1)
--------------------------------------------------------------------------------
Note (1): Flag as follows:
    0 = not measured;
    1 = ok;
    2 = undetected, upper limit in uncertainty.
--------------------------------------------------------------------------------
   1  01 577 362  5 34 09.953 -05 30 05.52 99.9999 21.1841 2 20.5900  0.2760 1
   2  01 560 391  5 34 10.186 -05 29 59.69 99.9999 21.1655 2 20.3600  0.2510 1
   3  11 628 481  5 34 10.676 -05 32 22.54 99.9999 21.6293 2 18.6000  0.1090 1
   4  01 516 326  5 34 10.784 -05 30 12.88 99.9999 21.5414 2 99.9999 21.3768 2
   5  01 513 331  5 34 10.823 -05 30 11.75 99.9999 21.7152 2 99.9999 21.4091 2
   6  01 492 269  5 34 11.102 -05 30 24.41 99.9999 21.4494 2 99.9999 21.2674 2
   7  01 475 609  5 34 11.348 -05 29 15.32 99.9999 21.3182 2 18.9500  0.1280 1
   8  01 460 291  5 34 11.540 -05 30 19.95 14.0180  0.0090 1 12.9700  0.0080 1
   9  01 458 222  5 34 11.568 -05 30 33.95 20.1990  0.1550 1 18.2100  0.0910 1
  10  11 551 587  5 34 11.718 -05 32 00.93 99.9999 21.5027 2 99.9999 21.7872 2
  11  01 435 591  5 34 11.887 -05 29 19.14 18.5710  0.0720 1 16.4600  0.0400 1
  12  01 430 631  5 34 11.956 -05 29 11.05 99.9999 21.7121 2 99.9999 21.6096 2
  13  01 417 388  5 34 12.127 -05 30 00.26 99.9999 21.8794 2 20.3000  0.2380 1
  14  11 499 487  5 34 12.423 -05 32 21.32 20.7310  0.1970 1 18.1300  0.0870 1
  15  01 377 283  5 34 12.670 -05 30 21.57 99.9999 22.0277 2 99.9999 21.7703 2
  16  01 368 296  5 34 12.789 -05 30 18.87 99.9999 21.9747 2 99.9999 21.8591 2
  17  01 363 353  5 34 12.860 -05 30 07.26 99.9999 22.0772 2 20.7500  0.2940 1
  18  11 467 200  5 34 12.854 -05 33 19.46 99.9999 21.4509 2 19.2300  0.1460 1
  19  11 451 594  5 34 13.082 -05 31 59.60 99.9999 21.4278 2 99.9999 21.7035 2
  20  32 623 506  5 34 13.179 -05 24 20.49 20.1330  0.1500 1 18.2700  0.0940 1
  21  01 315 347  5 34 13.513 -05 30 08.58 18.9750  0.0870 1 17.0000  0.0520 1
  22  32 574 422  5 34 13.852 -05 24 37.57 99.9999 21.4779 2 99.9999 21.1983 2
  23  01 285 393  5 34 13.921 -05 29 59.24 99.9999 21.8807 2 19.7900  0.1890 1
  24  32 566 454  5 34 13.953 -05 24 31.12 15.0900  0.0150 1 13.9100  0.0120 1
  25  01 265 462  5 34 14.199 -05 29 45.14 99.9999 21.2060 2 99.9999 20.8405 2
  26  11 366 362  5 34 14.239 -05 32 46.62 99.9999 22.3151 2 99.9999 21.9387 2
  27  32 535 382  5 34 14.378 -05 24 45.65 17.9590  0.0550 1 16.6800  0.0450 1
  28  11 349 384  5 34 14.464 -05 32 42.16 99.9999 22.2269 2 99.9999 21.7341 2
  29  11 342 536  5 34 14.562 -05 32 11.35 19.0840  0.0920 1 16.9200  0.0500 1
  30  11 333 214  5 34 14.684 -05 33 16.70 99.9999 21.7211 2 20.1600  0.2250 1
  31  11 331 540  5 34 14.705 -05 32 10.48 20.0560  0.1450 1 17.8700  0.0780 1
  32  32 502 566  5 34 14.833 -05 24 08.29 99.9999 21.3091 2 19.8000  0.1930 1
  33  32 477 391  5 34 15.165 -05 24 43.82 16.8740  0.0330 1 15.6300  0.0280 1
  34  32 477 259  5 34 15.168 -05 25 10.67 99.9999 21.4348 2 20.3000  0.2400 1
  35  11 294 416  5 34 15.086 -05 32 33.40 99.9999 22.0427 2 19.8300  0.1920 1
  36  11 294 416  5 34 15.086 -05 32 33.40 99.9999 22.0427 2 19.8300  0.1920 1
  37  32 459 530  5 34 15.411 -05 24 15.58 19.7590  0.1260 1 18.2800  0.0940 1
  38  32 457 203  5 34 15.432 -05 25 21.97 99.9999 21.2245 2 18.8100  0.1200 1
