Byte-by-byte Description of file: table2.dat
--------------------------------------------------------------------------------
  Bytes Format Units         Label  Explanations
--------------------------------------------------------------------------------
  1- 11  A11   "YYYY/MMM/DD" Date   Observation date
 13- 15  I3    deg           Orient [100/287] Orientation
 17- 18  A2    ---           visit  Visit (orbit) identification
 20- 21  I2    h             RAh    [5] ACS hour of right ascension (J2000)
 23- 24  I2    min           RAm    [34/35] ACS minute of R.A. (J2000)
 26- 30  F5.2  s             RAs    ACS second of right ascension (J2000)
     32  A1    ---           DE-    ACS declination sign (J2000)
 33- 34  I2    deg           DEd    [5] ACS degree of declination (J2000)
 36- 37  I2    arcmin        DEm    [13/39] ACS arcminute of declination (J2000)
 39- 43  F5.2  arcsec        DEs    ACDS arcsecond of declination (J2000)
 45- 46  I2    h             RAWh   [5] WFPC2 hour of right ascension (J2000)
 48- 49  I2    min           RAWm   [34/35] WFPC2 minute of R.A. (J2000)
 51- 55  F5.2  s             RAWs   WFPC2 second of right ascension (J2000)
     57  A1    ---           DEW-   WFPC2 declination sign (J2000)
 58- 59  I2    deg           DEWd   [5] WFPC2 degree of declination (J2000)
 61- 62  I2    arcmin        DEWm   [15/40] WFPC2 arcminute of DEC (J2000)
 64- 67  F4.1  arcsec        DEWs   WFPC2 arcsecond of declination (J2000)
     69  I1    h             RANh   [5]? NIC3 hour of right ascension (J2000)
 71- 72  I2    min           RANm   [34/35]? NIC3 minute of R.A. (J2000)
 74- 78  F5.2  s             RANs   ? NIC3 second of right ascension (J2000)
     80  A1    ---           DEN-   NIC3 declination sign (J2000)
     81  I1    deg           DENd   [5]? NIC3 degree of declination (J2000)
 83- 84  I2    arcmin        DENm   [11/44]? NIC3 arcminute of DEC (J2000)
 86- 89  F4.1  arcsec        DENs   ? NIC3 arcsecond of declination (J2000)
--------------------------------------------------------------------------------
2004/Oct/28|280|24|05|35|29.13|-05|30|47.07|05|35|15.54|-05|25|46.5|5|35|33.02|-5|22|34.5
2004/Oct/25|280|25|05|35|22.53|-05|30|29.72|05|35|08.94|-05|25|29.2|5|35|26.42|-5|22|17.1
2004/Oct/27|280|26|05|35|15.94|-05|30|12.36|05|35|02.35|-05|25|11.8|5|35|19.83|-5|21|59.7
2004/Oct/25|280|27|05|35|09.34|-05|29|55.00|05|34|55.75|-05|24|54.4|5|35|13.23|-5|21|42.4
2004/Nov/01|280|28|05|35|02.74|-05|29|37.63|05|34|49.15|-05|24|37.1|5|35|07.18|-5|21|18.6
2004/Nov/01|280|29|05|34|56.15|-05|29|20.26|05|34|42.56|-05|24|19.7|5|35|00.59|-5|21|01.2
2004/Oct/31|280|2A|05|34|49.55|-05|29|02.89|05|34|35.96|-05|24|02.3|5|34|53.44|-5|20|50.3
2004/Oct/31|280|2B|05|34|42.96|-05|28|45.50|05|34|29.37|-05|23|44.9|5|34|46.85|-5|20|32.9
2004/Oct/27|280|2C|05|34|36.36|-05|28|28.12|05|34|22.77|-05|23|27.6|5|34|40.25|-5|20|15.5
2004/Oct/29|280|2D|05|34|29.77|-05|28|10.73|05|34|16.18|-05|23|10.2|5|34|33.66|-5|19|58.1
2005/Apr/10|100|32|05|34|20.69|-05|16|19.80|05|34|34.27|-05|21|20.3|5|34|16.12|-5|24|40.1
2005/Apr/09|100|33|05|34|27.29|-05|16|37.19|05|34|40.88|-05|21|37.7|5|34|22.72|-5|24|57.5
2005/Apr/09|100|34|05|34|33.88|-05|16|54.57|05|34|47.47|-05|21|55.1|5|34|29.31|-5|25|14.9
2005/Apr/04|100|35|05|34|40.47|-05|17|11.94|05|34|54.06|-05|22|12.5|5|34|35.90|-5|25|32.3
2005/Apr/04|100|36|05|34|47.07|-05|17|29.31|05|35|00.66|-05|22|29.9|5|34|42.50|-5|25|49.6
2005/Apr/10|100|37|05|34|53.66|-05|17|46.68|05|35|07.25|-05|22|47.2|5|34|49.09|-5|26|07.0
2005/Apr/10|100|38|05|35|00.25|-05|18|04.04|05|35|13.84|-05|23|04.6|5|34|55.68|-5|26|24.4
2005/Apr/10|100|39|05|35|06.85|-05|18|21.40|05|35|20.44|-05|23|21.9|5|35|02.28|-5|26|41.7
2005/Apr/10|100|3A|05|35|13.44|-05|18|38.76|05|35|27.03|-05|23|39.3|5|35|08.87|-5|26|59.1
2005/Apr/09|100|3B|05|35|20.04|-05|18|56.10|05|35|33.63|-05|23|56.6|5|35|15.47|-5|27|16.4
2005/Apr/10|100|3C|05|35|26.63|-05|19|13.45|05|35|40.22|-05|24|14.0|5|35|21.74|-5|27|10.3
2005/Apr/09|100|3D|05|35|33.22|-05|19|30.79|05|35|46.81|-05|24|31.3|5|35|28.65|-5|27|51.1
2005/Apr/10|100|41|05|34|25.92|-05|13|51.70|05|34|39.50|-05|18|52.2|5|34|21.35|-5|22|12.0
2005/Apr/07|100|42|05|34|32.51|-05|14|09.09|05|34|46.09|-05|19|09.6|5|34|27.94|-5|22|29.4
2005/Apr/05|100|43|05|34|39.10|-05|14|26.47|05|34|52.68|-05|19|27.0|5|34|34.53|-5|22|46.8
2005/Apr/06|100|44|05|34|45.69|-05|14|43.84|05|34|59.27|-05|19|44.4|5|34|41.12|-5|23|04.2
2005/Apr/06|100|45|05|34|52.29|-05|15|01.21|05|35|05.87|-05|20|01.8|5|34|47.72|-5|23|21.5
2005/Apr/05|100|46|05|34|58.88|-05|15|18.58|05|35|12.46|-05|20|19.1|5|34|54.31|-5|23|38.9
2005/Apr/16|100|47|05|35|05.47|-05|15|35.94|05|35|19.05|-05|20|36.5|5|35|00.90|-5|23|56.3
2005/Apr/16|100|48|05|35|12.07|-05|15|53.30|05|35|25.65|-05|20|53.8|5|35|07.50|-5|24|13.6
2005/Apr/11|100|49|05|35|18.66|-05|16|10.65|05|35|32.24|-05|21|11.2|          |          
2005/Apr/13|100|4A|05|35|25.25|-05|16|28.00|05|35|38.83|-05|21|28.5|5|35|20.68|-5|24|48.3
2005/Apr/13|100|4B|05|35|31.85|-05|16|45.35|05|35|45.44|-05|21|45.9|5|35|27.28|-5|25|05.7
2005/Apr/13|100|4C|05|35|26.57|-05|14|42.45|05|35|40.15|-05|19|43.0|5|35|22.00|-5|23|02.8
2004/Oct/28|280|52|05|35|44.81|-05|23|22.03|05|35|31.23|-05|18|21.5|5|35|48.70|-5|15|09.4
2004/Oct/30|280|53|05|35|38.22|-05|23|04.68|05|35|24.64|-05|18|04.1|5|35|42.11|-5|14|52.1
2004/Oct/30|280|54|05|35|31.62|-05|22|47.33|05|35|18.04|-05|17|46.8|5|35|35.51|-5|14|34.7
2004/Oct/25|280|55|05|35|25.03|-05|22|29.98|05|35|11.45|-05|17|29.4|5|35|28.92|-5|14|17.4
2004/Oct/12|280|56|05|35|18.43|-05|22|12.62|05|35|04.85|-05|17|12.1|5|35|22.42|-5|13|58.9
2004/Oct/30|280|57|05|35|11.84|-05|21|55.26|05|34|58.26|-05|16|54.7|5|35|15.73|-5|13|42.6
2004/Oct/26|280|58|05|35|05.25|-05|21|37.89|05|34|51.67|-05|16|37.3|5|35|09.14|-5|13|25.3
2004/Oct/27|280|59|05|34|58.65|-05|21|20.52|05|34|45.07|-05|16|20.0|5|35|02.54|-5|13|07.9
2004/Oct/26|280|5A|05|34|52.06|-05|21|03.15|05|34|38.48|-05|16|02.6|5|34|55.95|-5|12|50.5
2004/Oct/26|280|5B|05|34|45.46|-05|20|45.77|05|34|31.88|-05|15|45.2|5|34|49.35|-5|12|33.2
2004/Oct/29|280|5C|05|34|38.87|-05|20|28.38|05|34|25.29|-05|15|27.8|5|34|42.76|-5|12|15.8
2004/Oct/30|280|5D|05|34|32.28|-05|20|10.99|05|34|18.70|-05|15|10.4|5|34|36.17|-5|11|58.4
2004/Oct/11|280|64|05|35|46.44|-05|39|34.96|05|35|32.85|-05|34|34.4|5|35|50.43|-5|31|21.2
2004/Nov/07|280|65|05|35|39.84|-05|39|17.61|05|35|26.25|-05|34|17.0|5|35|44.28|-5|30|58.6
2004/Nov/07|280|66|05|35|33.25|-05|39|00.25|05|35|19.66|-05|33|59.7|5|35|37.69|-5|30|41.2
2004/Nov/01|280|67|05|35|26.65|-05|38|42.89|05|35|13.06|-05|33|42.3|5|35|31.09|-5|30|23.8
2004/Nov/07|280|68|05|35|20.05|-05|38|25.52|05|35|06.46|-05|33|25.0|5|35|24.49|-5|30|06.5
2004/Nov/07|280|69|05|35|13.44|-05|38|08.15|05|34|59.85|-05|33|07.6|5|35|17.88|-5|29|49.1
2004/Nov/07|280|6A|05|35|06.86|-05|37|50.77|05|34|53.27|-05|32|50.2|5|35|11.30|-5|29|31.7
2004/Nov/06|280|6B|05|35|00.26|-05|37|33.39|05|34|46.67|-05|32|32.8|5|35|04.70|-5|29|14.3
2004/Nov/01|280|6C|05|34|53.66|-05|37|16.01|05|34|40.07|-05|32|15.4|5|34|58.10|-5|28|57.0
2004/Nov/01|280|6D|05|34|47.07|-05|36|58.62|05|34|33.48|-05|31|58.1|5|34|51.51|-5|28|39.6
2005/Apr/14|100|71|05|34|34.20|-05|30|20.73|05|34|47.79|-05|35|21.3|5|34|29.63|-5|38|41.0
2005/Apr/14|100|72|05|34|40.79|-05|30|38.12|05|34|54.38|-05|35|38.7|5|34|36.22|-5|38|58.4
2005/Apr/15|100|73|05|34|47.39|-05|30|55.50|05|35|00.98|-05|35|56.0|5|34|42.82|-5|39|15.8
2005/Apr/13|100|74|05|34|53.98|-05|31|12.89|05|35|07.57|-05|36|13.4|5|34|49.41|-5|39|33.2
2005/Apr/11|100|75|05|35|00.58|-05|31|30.26|05|35|14.17|-05|36|30.8|5|34|56.01|-5|39|50.6
2005/Apr/12|100|76|05|35|07.17|-05|31|47.63|05|35|20.76|-05|36|48.2|5|35|02.60|-5|40|07.9
2005/Apr/12|100|77|05|35|13.77|-05|32|05.00|05|35|27.36|-05|37|05.5|5|35|09.20|-5|40|25.3
2005/Apr/12|100|78|05|35|20.37|-05|32|22.36|05|35|33.96|-05|37|22.9|5|35|15.80|-5|40|42.7
2005/Apr/12|100|79|05|35|26.96|-05|32|39.72|05|35|40.55|-05|37|40.3|5|35|22.39|-5|41|00.0
2005/Apr/11|100|7A|05|35|33.56|-05|32|57.07|05|35|47.15|-05|37|57.6|          |          
2005/Apr/11|100|7B|05|35|40.15|-05|33|14.42|05|35|53.74|-05|38|15.0|          |          
2005/Apr/11|100|84|05|34|48.72|-05|33|40.42|05|35|02.31|-05|38|41.0|5|34|44.15|-5|42|00.7
2005/Apr/11|100|85|05|34|55.32|-05|33|57.80|05|35|08.91|-05|38|58.3|5|34|50.75|-5|42|18.1
2005/Apr/11|100|86|05|35|01.91|-05|34|15.17|05|35|15.50|-05|39|15.7|5|34|57.34|-5|42|35.5
2005/Apr/14|100|87|05|35|08.51|-05|34|32.54|05|35|22.10|-05|39|33.1|5|35|03.94|-5|42|52.9
2005/Apr/14|100|88|05|35|15.11|-05|34|49.90|05|35|28.70|-05|39|50.4|5|35|10.54|-5|43|10.2
2005/Apr/15|100|89|05|35|21.70|-05|35|07.26|05|35|35.29|-05|40|07.8|5|35|17.13|-5|43|27.6
2005/Apr/15|100|8A|05|35|28.30|-05|35|24.61|05|35|41.89|-05|40|25.2|5|35|23.73|-5|43|44.9
2005/Apr/15|100|8B|05|35|34.90|-05|35|41.96|05|35|48.49|-05|40|42.5|5|35|30.33|-5|44|02.3
